ID,Razón Social,NIT,Sector,Vacantes Encontradas,Última Vacante,Email Encontrado,Teléfono Encontrado,Estado
"339","Asociacion Mutual La Esperanza Asmet Salud Ess Eps","","Privado",0,"","","","Sin vacantes"
"340","JJ Pita Y Cia SA","","Privado",0,"","","","Sin vacantes"
"341","Corporacion Universitaria Iberoamericana","","Privado",0,"","","","Sin vacantes"
"342","Corporacion Universitaria Minuto De Dios","","Privado",0,"","","","Sin vacantes"
"343","Soft Bolivar S.A.","","Privado",0,"","","","Sin vacantes"
"344","Delima Marsh","","Privado",0,"","","","Sin vacantes"
"345","CELSIA S.A. E. S. P","","Privado",0,"","","","Sin vacantes"
"346","DEPARTAMENTO DE CUNDINAMARCA","","Privado",0,"","","","Sin vacantes"
"347","Legis S.A.","","Privado",0,"","","","Sin vacantes"
"348","DIRECCION DE DESARROLLO ADMINISTRATIVO","","Privado",0,"","","","Sin vacantes"
"349","DIRECCION DE INTELIGENCIA","","Privado",0,"","","","Sin vacantes"
"350","COLTEFINANCIERA","","Privado",0,"","","","Sin vacantes"
"351","El Colombiano SA Y CIA SCA","","Privado",0,"","","","Sin vacantes"
"352","SEGUROS ALFA S.A.","","Privado",0,"","","","Sin vacantes"
"353","Bayer CropScience S.A.","","Privado",0,"","","","Sin vacantes"
"354","Telecafe","","Privado",0,"","","","Sin vacantes"
"355","BBVA BANCO GANADERO S.A.","","Privado",0,"","","","Sin vacantes"
"356","Empresa Industrial Y Comercial Del Estado Administ","","Privado",0,"","","","Sin vacantes"
"357","AES Chivor & Cia SCA ESP","","Privado",0,"","","","Sin vacantes"
"358","Ferrocarriles Del Norte De Colombia S.A. (FENOCO S","","Privado",0,"","","","Sin vacantes"
"359","LineaDatascan SA","","Privado",0,"","","","Sin vacantes"
"360","CAJA DE COMPENSACION FAMILIAR COMFENALCO DEL VALLE","","Privado",0,"","","","Sin vacantes"
"361","Oxigenos De Colombia Ltda","","Privado",0,"","","","Sin vacantes"
"362","CAJA DE COMPENSACION FAMILIAR DEL VALLE DEL CAUCA","","Privado",0,"","","","Sin vacantes"
"363","Processa SAS","","Privado",0,"","","","Sin vacantes"
"364","Fundacion WWB Colombia","","Privado",0,"","","","Sin vacantes"
"365","Promigas S A E S P","","Privado",0,"","","","Sin vacantes"
"366","CARACOL TELEVISION S A","","Privado",0,"","","","Sin vacantes"
"367","SERVICIO INMEDIATO NACIONAL S.A.","","Privado",0,"","","","Sin vacantes"
"368","Grupo Intellego Colombia SAS","","Privado",0,"","","","Sin vacantes"
"369","Havas Media Colombia S.A.S","","Privado",0,"","","","Sin vacantes"
"370","Thomas Greg & Sons De Colombia SA","","Privado",0,"","","","Sin vacantes"
"371","Almacenes Flamingo S A","","Privado",0,"","","","Sin vacantes"
"372","Tigo Colombia","","Privado",0,"","","","Sin vacantes"
"373","INSTITUTO COLOMBIANO DE NORMAS TECNICAS Y CERTIFIC","","Privado",0,"","","","Sin vacantes"
"374","ANGELCOM S.A.","","Privado",0,"","","","Sin vacantes"
"375","Total Quality Management S.A.","","Privado",0,"","","","Sin vacantes"
"376","Retramar S.A.S.","","Privado",0,"","","","Sin vacantes"
"377","CORPORACION FINANCIERA COLOMBIANA S.A.","","Privado",0,"","","","Sin vacantes"
"378","V Q Ingenieria Sociedad Por Acciones Simplificada","","Privado",0,"","","","Sin vacantes"
"379","D Contadores Ltda","","Privado",0,"","","","Sin vacantes"
"380","PEPSICOLA PANAMERICANA S A","","Privado",0,"","","","Sin vacantes"
"381","AXA Colpatria Seguros de Vida S.A.","","Privado",0,"","","","Sin vacantes"
"382","Departamento Archipielago de San Andres, Providenc","","Privado",0,"","","","Sin vacantes"
"383","CERTICAMARA S.A.","","Privado",0,"","","","Sin vacantes"
"384","DOMESA DE COLOMBIA SA","","Privado",0,"","","","Sin vacantes"
"385","MPR Andina S.A.","","Privado",0,"","","","Sin vacantes"
"386","Enertotal S.A. ESP","","Privado",0,"","","","Sin vacantes"
"387","Open Card S. A.","","Privado",0,"","","","Sin vacantes"
"388","Caja de Auxilios y Prestaciones de la Asociacion C","","Privado",0,"","","","Sin vacantes"
"389","PRODUCTOS NATURALES DE LA SABANA S A ALQUERIA","","Privado",0,"","","","Sin vacantes"
"390","Fondo De Desarrollo De Proyectos De Cundinamarca -","","Privado",0,"","","","Sin vacantes"
"391","CAJA DE COMPENSACION FAMILIAR DE BARRANQUILLA","","Privado",0,"","","","Sin vacantes"
"392","Fondo Nacional del Ahorro","","Privado",0,"","","","Sin vacantes"
"393","Aseo Urbano S.A.S E.S.P","","Privado",0,"","","","Sin vacantes"
"394","Litoplas S A","","Privado",0,"","","","Sin vacantes"
"395","Mazda De Colombia S.A.S.","","Privado",0,"","","","Sin vacantes"
"396","Muebles Jamar S.A","","Privado",0,"","","","Sin vacantes"
"397","FUND UNIVERSIDAD CENTRAL","","Privado",0,"","","","Sin vacantes"
"398","Ofixpres S.A.S.","","Privado",0,"","","","Sin vacantes"
"399","GANE CORREDORES DE APUESTAS S.A.","","Privado",0,"","","","Sin vacantes"
"400","Aplicaciones S.A.","","Privado",0,"","","","Sin vacantes"
"401","Gear Electric","","Privado",0,"","","","Sin vacantes"
"402","Allus Global BPO Center","","Privado",0,"","","","Sin vacantes"
"403","Promotora Telco Inversiones S.A.S","","Privado",0,"","","","Sin vacantes"
"404","Giros Y Finanzas CF SA","","Privado",0,"","","","Sin vacantes"
"405","Savera Ltda","","Privado",0,"","","","Sin vacantes"
"406","Hino Motors Manufacturing Colombia S.A.","","Privado",0,"","","","Sin vacantes"
"407","Sercotel, S.A. de C.V.","","Privado",0,"","","","Sin vacantes"
"408","SOCIEDAD DE AUTORES Y COMPOSITORES DE COLOMBIA SAY","","Privado",0,"","","","Sin vacantes"
"409","CAVELIER ABOGADOS","","Privado",0,"","","","Sin vacantes"
"410","SUBOCOL S A","","Privado",0,"","","","Sin vacantes"
"411","INSTITUCION UNIVERSITARIA DE ENVIGADO","","Privado",0,"","","","Sin vacantes"
"412","Transportes Sanchez Polo S.A.","","Privado",0,"","","","Sin vacantes"
"413","INSTITUTO DE INVESTIGACIONES MARINAS Y COSTERAS","","Privado",0,"","","","Sin vacantes"
"414","VD EL MUNDO A SUS PIES S. A.","","Privado",0,"","","","Sin vacantes"
"415","Compania Energetica De Occidente S.A.S. ESP (CEO)","","Privado",0,"","","","Sin vacantes"
"416","Inpel S.A.","","Privado",0,"","","","Sin vacantes"
"417","Jardin Botanico Jose Celestino Mutis","","Privado",0,"","","","Sin vacantes"
"418","ALPOPULAR ALMACEN GENERAL DE DEPOSITOS S A","","Privado",0,"","","","Sin vacantes"
"419","COMPANIA ASEGURADORA DE FIANZAS S.A.","","Privado",0,"","","","Sin vacantes"
"420","La Riviera S.A.S.","","Privado",0,"","","","Sin vacantes"
"421","SOCIEDAD COLOMBIANA DE ANESTESIOLOGIA Y REANIMACIO","","Privado",0,"","","","Sin vacantes"
"422","Dhl Express -Spc Procibernetica SA","","Privado",0,"","","","Sin vacantes"
"423","Zona Franca Del Pacifico Sa","","Privado",0,"","","","Sin vacantes"
"424","Banco Compartir S.A","","Privado",0,"","","","Sin vacantes"
"425","UNIVERSIDAD AUTONOMA DE MANIZALES","","Privado",0,"","","","Sin vacantes"
"426","Metrokia S.A.","","Privado",0,"","","","Sin vacantes"
"427","SOC TELEVISION DEL PACIFICO LTDA","","Privado",0,"","","","Sin vacantes"
"428","Cooperativa Financiera de Antioquia","","Privado",0,"","","","Sin vacantes"
"429","Fondo De Empleados Y Pensionados De La ETB","","Privado",0,"","","","Sin vacantes"
"430","Fundacion Cardioinfantil","","Privado",0,"","","","Sin vacantes"
"431","Compania Mundial De Seguros SA","","Privado",0,"","","","Sin vacantes"
"432","Colceramica S.A.S.","","Privado",0,"","","","Sin vacantes"
"433","FUNDACION SANTA FE DE BOGOTA","","Privado",0,"","","","Sin vacantes"
"434","UNIVERSIDAD  LIBRE","","Privado",0,"","","","Sin vacantes"
"435","Colegio de Estudios Superiores de Administracion C","","Privado",0,"","","","Sin vacantes"
"436","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE PEREIRA S","","Privado",0,"","","","Sin vacantes"
"437","Schrader Camargo Ingenieros Asociados S.A.","","Privado",0,"","","","Sin vacantes"
"438","AXA Colpatria Seguros S.A.","","Privado",0,"","","","Sin vacantes"
"439","ESCUELA SUPERIOR DE GUERRA","","Privado",0,"","","","Sin vacantes"
"440","ING Administradora de Fondos de Pensiones y Cesant","","Privado",0,"","","","Sin vacantes"
"441","Sim - Servicios Integrales Para La Movilidad","","Privado",0,"","","","Sin vacantes"
"442","Petrodorado South America S.A. Sucursal Colombia","","Privado",0,"","","","Sin vacantes"
"443","Compania de Seguros de Vida Colmena S.A","","Privado",0,"","","","Sin vacantes"
"444","GLOBAL GAMES S.A.","","Privado",0,"","","","Sin vacantes"
"445","Sociedad Biblica Colombiana","","Privado",0,"","","","Sin vacantes"
"446","Colpensiones","","Privado",0,"","","","Sin vacantes"
"447","CORP AUT REGIONAL DE LA FRONTERA NORORIENTAL","","Privado",0,"","","","Sin vacantes"
"448","PRODUCTOS FAMILIA SANCELA S.A.","","Privado",0,"","","","Sin vacantes"
"449","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUE","","Privado",0,"","","","Sin vacantes"
"450","CAMARA DE COMERCIO DE CALI","","Privado",0,"","","","Sin vacantes"
"451","Agfa Gevaert Colombia Ltda","","Privado",0,"","","","Sin vacantes"
"452","Productos Yupi SAS","","Privado",0,"","","","Sin vacantes"
"453","TEAM FOODS COLOMBIA S.A.","","Privado",0,"","","","Sin vacantes"
"454","Internexa SA","","Privado",0,"","","","Sin vacantes"
"455","Publicar Publicidad Multimedia S.A.S","","Privado",0,"","","","Sin vacantes"
"456","QUALA S.A.","","Privado",0,"","","","Sin vacantes"
"457","Consorcio Aseo Capital SA","","Privado",0,"","","","Sin vacantes"
"458","Recaudos Sit Barranquilla S A","","Privado",0,"","","","Sin vacantes"
"459","Consorcio Canales Nacionales Privados","","Privado",0,"","","","Sin vacantes"
"460","COMISION DE REGULACION DE AGUA POTABLE Y SANEAMIEN","","Privado",0,"","","","Sin vacantes"
"461","Comision Nacional de Servicio Civil","","Privado",0,"","","","Sin vacantes"
"462","Iron Mountain Colombia S.A.S","","Privado",0,"","","","Sin vacantes"
"463","Yazaki Ciemel SA","","Privado",0,"","","","Sin vacantes"
"464","Agencia de Aduanas Agecoldex SA Nivel 1","","Privado",0,"","","","Sin vacantes"
"465","Caja de Vivienda Popular","","Privado",0,"","","","Sin vacantes"
"466","LA TOUR S.A.","","Privado",0,"","","","Sin vacantes"
"467","FUNDACION UNIVERSITARIA  EMPRESARIAL DE LA CAMARA","","Privado",0,"","","","Sin vacantes"
"468","Union Electrica SA","","Privado",0,"","","","Sin vacantes"
"469","OCU COLOMBIA LTDA.","","Privado",0,"","","","Sin vacantes"
"470","EPS CONVIDA","","Privado",0,"","","","Sin vacantes"
"471","Cutis SA","","Privado",0,"","","","Sin vacantes"
"472","LEASING DE CREDITO S A COMPANIA DE FINANCIAMIENTO","","Privado",0,"","","","Sin vacantes"
"473","Oleoducto Central S.A.","","Privado",0,"","","","Sin vacantes"
"474","SURTIDORA DE GAS DEL CARIBE S A  E S P","","Privado",0,"","","","Sin vacantes"
"475","Financiera Pagos Internacionales S.A.","","Privado",0,"","","","Sin vacantes"
"476","CAJA DE COMPENSACION FAMILIAR COMPENSAR","","Privado",0,"","","","Sin vacantes"
"477","Pearson Educacion De Colombia S.A.S","","Privado",0,"","","","Sin vacantes"
"478","Asociacion Probienestar de la Familia Colombiana P","","Privado",0,"","","","Sin vacantes"
"479","Hyundai Colombia","","Privado",0,"","","","Sin vacantes"
"480","BRITISH AMERICAN TOBACCO","","Privado",0,"","","","Sin vacantes"
"481","CAJA DE COMPENSACION FAMILIAR CONFENALCO ANTIOQUIA","","Privado",0,"","","","Sin vacantes"
"482","Sociedad Interamericana De Aguas y Servicios S.A.","","Privado",0,"","","","Sin vacantes"
"483","Level3 Colombia S.A","","Privado",0,"","","","Sin vacantes"
"484","Cooperativa Multiactiva de empleados del centro de","","Privado",0,"","","","Sin vacantes"
"485","Arquidiocesis De Cali (Fundacion Universitaria Cat","","Privado",0,"","","","Sin vacantes"
"486","PRODUCTOS FAMILIA S.A.","","Privado",0,"","","","Sin vacantes"
"487","TELEPERFORMANCE COLOMBIA S A S","","Privado",1,"Especialista en soporte técnico ¡Aplica ya! – Impulsa tu carrera con TP","","","CON VACANTES TI"
"488","Imcolmedica SA","","Privado",0,"","","","Sin vacantes"
"489","TRANSPORTES Y SERVICIOS TRANSER S.A.","","Privado",0,"","","","Sin vacantes"
"490","IMPRENTA NACIONAL DE COLOMBIA","","Privado",0,"","","","Sin vacantes"
"491","UNIDAD CENTRAL DEL VALLE DEL CAUCA","","Privado",0,"","","","Sin vacantes"
"492","Cencosud colombia s.a.","","Privado",0,"","","","Sin vacantes"
"493","Cenit Transporte y Logistica de Hidrocarburos S A","","Privado",0,"","","","Sin vacantes"
"494","Universidad Central De Colombia","","Privado",0,"","","","Sin vacantes"
"495","Prosperando Cooperativa de ahorro y Credito Ltda","","Privado",0,"","","","Sin vacantes"
"496","Cooperativa Para El Bienestar Social","","Privado",1,"Auxiliar mantenimiento e infraestructura","","","CON VACANTES TI"
"497","Fondo De Empleados De La Caja Colombiana De Subsid","","Privado",0,"","","","Sin vacantes"
"498","EPSA E.S.P","","Privado",0,"","","","Sin vacantes"
"499","Quimpac De Colombia SA","","Privado",0,"","","","Sin vacantes"
"500","Corporacion Autonoma Regional Del Centro De Antioq","","Privado",0,"","","","Sin vacantes"
"501","REASEGURADORA HEMISFERICA","","Privado",0,"","","","Sin vacantes"
"502","Sociedad De Fabricacion De Automotores S. A - Sofa","","Privado",0,"","","","Sin vacantes"
"503","Fondo De Empleados De Vivienda Y Ahorro De Alpina","","Privado",0,"","","","Sin vacantes"
"504","Leasing Bancolombia S.a. Compañia De Financiamien","","Privado",0,"","","","Sin vacantes"
"505","Avon Colombia S.A.S","","Privado",0,"","","","Sin vacantes"
"506","Comision de Regulacion de Comunicaciones","","Privado",0,"","","","Sin vacantes"
"507","Almagran SA","","Privado",0,"","","","Sin vacantes"
"508","FUNDACION UNIVERSITARIA LOS LIBERTADORES","","Privado",0,"","","","Sin vacantes"
"509","Suppla S.A","","Privado",0,"","","","Sin vacantes"
"510","WINNER GROUP S A","","Privado",0,"","","","Sin vacantes"
"511","Fondo Latinoamericano de Reservas","","Privado",0,"","","","Sin vacantes"
"512","Tipiel S.A.","","Privado",0,"","","","Sin vacantes"
"513","G4S Secure Solutions Colombia S.A.","","Privado",0,"","","","Sin vacantes"
"514","Cepcolsa","","Privado",0,"","","","Sin vacantes"
"515","MEM LTDA - Materiales Eléctricos y Mecánicos Ltd","","Privado",0,"","","","Sin vacantes"
"516","Cerro Matoso SA","","Privado",0,"","","","Sin vacantes"
"517","Unify Ltda.","","Privado",0,"","","","Sin vacantes"
"518","Andiasistencia Cia De Asistencia De Los Andes SA","","Privado",0,"","","","Sin vacantes"
"519","Seguridad Movil De Colombia S.A","","Privado",0,"","","","Sin vacantes"
"520","Consorcio Bonos ASD-Cromasoft 2011","","Privado",0,"","","","Sin vacantes"
"521","ACUAVALLE S.A. E.S.P.","","Privado",0,"","","","Sin vacantes"
"522","Morpho Cards De Colombia S.A.S.","","Privado",0,"","","","Sin vacantes"
"523","CORPORACION AUTONOMA REGIONAL DE CHIVOR CORPOCHIVO","","Privado",0,"","","","Sin vacantes"
"524","Universidad de Ciencias Aplicadas y Ambientales (U","","Privado",0,"","","","Sin vacantes"
"525","Compania Colombiana de Ceramica S.A.S","","Privado",0,"","","","Sin vacantes"
"526","ABBOTT LABORATORIES DE COLOMBIA, S.A","","Privado",0,"","","","Sin vacantes"
"527","Asociación Mutual Ser Empresa Solidaria De Salud","","Privado",0,"","","","Sin vacantes"
"528","Inversiones del Pacifico S.A.","","Privado",0,"","","","Sin vacantes"
"529","Valores Bancolombia Comisionista De Bolsa SA","","Privado",0,"","","","Sin vacantes"
"530","Corporacion Universidad Piloto de Colombia","","Privado",0,"","","","Sin vacantes"
"531","Inversiones Plas S.A.","","Privado",0,"","","","Sin vacantes"
"532","MAPFRE SEGUROS GENERALES DE COLOMBIA S.A.","","Privado",0,"","","","Sin vacantes"
"533","MAYAGUEZ SA","","Privado",0,"","","","Sin vacantes"
"534","FOGACOOP","","Privado",0,"","","","Sin vacantes"
"535","UNIVERSIDAD SANTO TOMAS","","Privado",0,"","","","Sin vacantes"
"536","DValor SAS","","Privado",0,"","","","Sin vacantes"
"537","EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P. ""DI","","Privado",0,"","","","Sin vacantes"
"538","Cooperativa de Ahorro y Credito Crediflores","","Privado",0,"","","","Sin vacantes"
"539","Bodega Alcomex","","Privado",0,"","","","Sin vacantes"
"540","Outsourcing De Documentos S.A.S.","","Privado",0,"","","","Sin vacantes"
"541","Empresa Social Del Estado Hospital  Manuel Uribe A","","Privado",0,"","","","Sin vacantes"
"542","Universidad De Ibague","","Privado",0,"","","","Sin vacantes"
"543","CREPES Y WAFFLES S.A.","","Privado",0,"","","","Sin vacantes"
"544","Empresa De Energia De Pereira SA ESP","","Privado",0,"","","","Sin vacantes"
"545","Crezcamos S.A.","","Privado",0,"","","","Sin vacantes"
"546","Talisman Colombia Oil and Gas Ltd","","Privado",0,"","","","Sin vacantes"
"547","Representaciones Continental S A","","Privado",0,"","","","Sin vacantes"
"548","Colombeia S A S","","Privado",0,"","","","Sin vacantes"
"549","COMISION NACIONAL DE TELEVISION","","Privado",0,"","","","Sin vacantes"
"550","Consorcio ASD - Cromasoft Bonos 2015","","Privado",0,"","","","Sin vacantes"
"551","Fundacion Universitaria Del Area Andina","","Privado",0,"","","","Sin vacantes"
"552","UNIVERSIDAD AUTONOMA DEL CARIBE","","Privado",0,"","","","Sin vacantes"
"553","Fondo De Prestaciones Económicas Cesantías Y Pen","","Privado",0,"","","","Sin vacantes"
"554","S3 Wireless Colombia SAS","","Privado",0,"","","","Sin vacantes"
"555","Vatia S.A. E.S.P.","","Privado",0,"","","","Sin vacantes"
"556","Saint Gobain Sekurit Colombia S.A.","","Privado",0,"","","","Sin vacantes"
"557","Corporacion Universitaria Del Caribe - Cecar","","Privado",0,"","","","Sin vacantes"
"558","SALUD TOTAL S A EPS","","Privado",0,"","","","Sin vacantes"
"559","Surtigas S A E S P","","Privado",0,"","","","Sin vacantes"
"560","Sassari Desarrollos SA","","Privado",0,"","","","Sin vacantes"
"561","ARQUITECSOFT S.A.S","","Privado",0,"","","","Sin vacantes"
"562","Almacenes Generales De Deposito Almagrario S.A","","Privado",0,"","","","Sin vacantes"
"563","Schlumberger Surenco SA","","Privado",0,"","","","Sin vacantes"
"564","FONDECUN","","Privado",0,"","","","Sin vacantes"
"565","BRINSA S.A.","","Privado",0,"","","","Sin vacantes"
"566","INDUSTRIAS MAVILTEX S.A.S","","Privado",0,"","","","Sin vacantes"
"567","SCN SAS","","Privado",0,"","","","Sin vacantes"
"568","Fondo De Empleados De Empresas Publicas De Medelli","","Privado",0,"","","","Sin vacantes"
"569","Colombit SA","","Privado",0,"","","","Sin vacantes"
"570","LEASING BOLIVAR S A COMPANIA DE FINANCIAMIENTO COM","","Privado",0,"","","","Sin vacantes"
"571","UNIVERSIDAD DE CALDAS","","Privado",0,"","","","Sin vacantes"
"572","DEPARTAMENTO DEL CASANARE","","Privado",0,"","","","Sin vacantes"
"573","UNIVERSIDAD DEL NORTE","","Privado",0,"","","","Sin vacantes"
"574","AVICOL","","Privado",0,"","","","Sin vacantes"
"575","ESE HOSPITAL FEDERICO LLERAS ACOSTA","","Privado",0,"","","","Sin vacantes"
"576","ELECTRIFICADORA DEL META S.A. ESP","","Privado",0,"","","","Sin vacantes"
"577","BusinessMind Colombia S.A.","","Privado",0,"","","","Sin vacantes"
"578","Vetra Exploracion y Produccion Colombia S.A.S.","","Privado",0,"","","","Sin vacantes"
"579","Mansarovar Energy Colombia Ltd","","Privado",0,"","","","Sin vacantes"
"580","CAXDAC - (Aplicativo ISV)","","Privado",0,"","","","Sin vacantes"
"581","COOPERATIVA LECHERA DE ANTIOQUIA COLANTA","","Privado",0,"","","","Sin vacantes"
"582","CAMARA DE COMERCIO DE BUCARAMANGA","","Privado",1,"Administrador de Seguridad de la Información","","","CON VACANTES TI"
"583","AngloGold Ashanti Colombia S.A.","","Privado",0,"","","","Sin vacantes"
"584","Arin innovation Colombia S A S","","Privado",0,"","","","Sin vacantes"
"585","Suzuki Motor de Colombia SA","","Privado",0,"","","","Sin vacantes"
"586","Corporacion Universitaria Americana","","Privado",0,"","","","Sin vacantes"
"587","Tandem S.A.","","Privado",0,"","","","Sin vacantes"
"588","Servicios Generales Suramericana S.A.S","","Privado",0,"","","","Sin vacantes"
"589","Colinagro SA","","Privado",0,"","","","Sin vacantes"
"590","Termoemcali I S C A E S P","","Privado",0,"","","","Sin vacantes"
"591","MercadoLibre Colombia SA","","Privado",0,"","","","Sin vacantes"
"592","TITULARIZADORA DE COLOMBIA","","Privado",0,"","","","Sin vacantes"
"593","INDUSTRIA DE EJES Y TRANSMISIONES S A","","Privado",0,"","","","Sin vacantes"
"594","Metro De Medellin Ltda","","Privado",0,"","","","Sin vacantes"
"595","Diex Operador Logistico Sa","","Privado",0,"","","","Sin vacantes"
"596","Corporacion Universitaria del Huila","","Privado",0,"","","","Sin vacantes"
"597","ATENTO COLOMBIA S.A.","","Privado",0,"","","","Sin vacantes"
"598","FONDO DE EMPLEADOS DE COMFANDI LTDA. - FONDECOM","","Privado",0,"","","","Sin vacantes"
"599","GMAC FINANCIERA DE COLOMBIA S.A.","","Privado",0,"","","","Sin vacantes"
"600","Colombiana de Moldeados S.A.S","","Privado",0,"","","","Sin vacantes"
"601","Petroleos Del Norte SA","","Privado",0,"","","","Sin vacantes"
"602","Sociedad De Acueducto Alcantarillado Y Aseo De Bqu","","Privado",0,"","","","Sin vacantes"
"603","COLOMBINA","","Privado",0,"","","","Sin vacantes"
"604","Almacen Y Taller Ciclocosta Litda","","Privado",0,"","","","Sin vacantes"
"605","Editorial C& P SAS","","Privado",0,"","","","Sin vacantes"
"606","Directv Colombia LTDA","","Privado",0,"","","","Sin vacantes"
"607","Apuestas De Cordoba SA","","Privado",0,"","","","Sin vacantes"
"608","Casa de Bolsa S.A","","Privado",0,"","","","Sin vacantes"
"609","Apuestas Unidas De Yumbo SA","","Privado",0,"","","","Sin vacantes"
"610","Movilbox S.A.S","","Privado",0,"","","","Sin vacantes"
"611","Fondo De Empleados Lafayette FEL","","Privado",0,"","","","Sin vacantes"
"612","Sociedad Portuaria Regional De Barranquilla SA","","Privado",0,"","","","Sin vacantes"
"613","DB SYSTEM LTDA","","Privado",0,"","","","Sin vacantes"
"614","UNIVERSIDAD MARIANA","","Privado",0,"","","","Sin vacantes"
"615","FINANCIERA DE DESARROLLO NACIONAL S.A","","Privado",0,"","","","Sin vacantes"
"616","UNIVERSIDAD SANTIAGO DE CALI","","Privado",0,"","","","Sin vacantes"
"617","Distribuidora Andina De Licores SA","","Privado",0,"","","","Sin vacantes"
"618","BAVARIA S A","","Privado",0,"","","","Sin vacantes"
"619","Distribuidora y comercializadora de energia electr","","Privado",0,"","","","Sin vacantes"
"620","PROYECTOS DE INFRAESTRUCTURA S.A.","","Privado",0,"","","","Sin vacantes"
"621","Empaques Flexa S.A.S.","","Privado",0,"","","","Sin vacantes"
"622","SUCES DE JOSE JESUS REST Y CIA S A CASA LUKER S A","","Privado",0,"","","","Sin vacantes"
"623","Corporacion Universitaria Unitec","","Privado",0,"","","","Sin vacantes"
"624","Super Servicios Del Centro Del Valle S.A.","","Privado",0,"","","","Sin vacantes"
"625","Compania Manufacturera Manisol S.A.","","Privado",0,"","","","Sin vacantes"
"626","Internacional Compania De Financiamiento S.A.","","Privado",0,"","","","Sin vacantes"
"627","Instituto Municipal de Transito y Transporte de Pe","","Privado",0,"","","","Sin vacantes"
"628","Emtelco SAS","","Privado",0,"","","","Sin vacantes"
"629","CI Oceanos SA","","Privado",0,"","","","Sin vacantes"
"630","Tranza S.A.S","","Privado",0,"","","","Sin vacantes"
"631","LA PREVISORA S A COMPANIA DE SEGUROS","","Privado",0,"","","","Sin vacantes"
"632","Zona Franca De Rionegro S.a. Usuario Operador De Z","","Privado",0,"","","","Sin vacantes"
"633","Aula Matriz S.A.S.","","Privado",0,"","","","Sin vacantes"
"634","Sociedad Portuaria Puerto Nuevo SA - prodeco","","Privado",0,"","","","Sin vacantes"
"635","Laboratorio Bago De Colombia S.A.S.","","Privado",0,"","","","Sin vacantes"
"636","Asociacion Colombiana De Administradoras De Fondos","","Privado",0,"","","","Sin vacantes"
"637","Afin Comisionista De Bolsa","","Privado",0,"","","","Sin vacantes"
"638","UNIVERSIDAD SURCOLOMBIANA DE NEIVA","","Privado",0,"","","","Sin vacantes"
"639","Credicorp Bank","","Privado",0,"","","","Sin vacantes"
"640","Gomez Cajiao y Asociados","","Privado",0,"","","","Sin vacantes"
"641","CrediFinanciera CF, S.A.","","Privado",0,"","","","Sin vacantes"
"642","Compania Dsierra Huila SAS","","Privado",0,"","","","Sin vacantes"
"643","ASOCIACION DE PRESTADORES DE SERVICIOS Y SUMINISTR","","Privado",0,"","","","Sin vacantes"
"644","Cooperativa De Ahorro Y Credito Financiafondos","","Privado",0,"","","","Sin vacantes"
"645","Brexia Resources S.A.S.","","Privado",0,"","","","Sin vacantes"
"646","COOPERATIVA MULTIACTIVA DE EDUCADORES DE CASANARE","","Privado",0,"","","","Sin vacantes"
"647","Audifarma SA","","Privado",0,"","","","Sin vacantes"
"648","CIRCULO DE LECTORES S.A.S","","Privado",0,"","","","Sin vacantes"
"649","Liga Contra El Cancer Seccional Risaralda","","Privado",0,"","","","Sin vacantes"
"650","Lineas Basicas Sas","","Privado",0,"","","","Sin vacantes"
"651","UNIVERSIDAD LIBRE DE PEREIRA","","Privado",0,"","","","Sin vacantes"
"652","Caja De Compensacion Familiar Cajacopi Atlantico","","Privado",0,"","","","Sin vacantes"
"653","Federacion Nacional De Comerciantes Seccional Anti","","Privado",0,"","","","Sin vacantes"
"654","LLOREDA & CIA. S.A","","Privado",0,"","","","Sin vacantes"
"655","Serfinansa S.A.","","Privado",0,"","","","Sin vacantes"
"656","Lloreda Camacho & CO","","Privado",0,"","","","Sin vacantes"
"657","Gran Tierra Energy Colombia","","Privado",0,"","","","Sin vacantes"
"658","MAC JOHNSON CONTROLS COLOMBIA SAS","","Privado",0,"","","","Sin vacantes"
"659","Socia Bpo SAS","","Privado",0,"","","","Sin vacantes"
"660","Macrofinanciera S A Compania de Financiamiento Com","","Privado",0,"","","","Sin vacantes"
"661","COOP DE LA AVIACION CIVIL LTDA COOPEDAC","","Privado",0,"","","","Sin vacantes"
"662","HR Latinoamerica Ltda. Corredores de Reaseguros","","Privado",0,"","","","Sin vacantes"
"663","Agroindustrias del Cauca SA","","Privado",0,"","","","Sin vacantes"
"664","Empresas Publicas De Medellin, E.S.P.","","Privado",0,"","","","Sin vacantes"
"665","Manuelita S.A.","","Privado",0,"","","","Sin vacantes"
"666","ENTIDAD COOPERATIVA DE LOS EMPLEADOS DE SALUDCOOP","","Privado",0,"","","","Sin vacantes"
"667","FINANCIERA CAMBIAMOS S.A C.F","","Privado",0,"","","","Sin vacantes"
"668","Compañia Energetica del Tolima S.A. E.S.P","","Privado",0,"","","","Sin vacantes"
"669","Master Lctl Sas","","Privado",0,"","","","Sin vacantes"
"670","Textiles Lafayette S.A.S","","Privado",0,"","","","Sin vacantes"
"671","Transelca S.A. E.S.P","","Privado",0,"","","","Sin vacantes"
